"","sampleId","siteId","sampleDate","yr","ecoName","ecoCode","elev_band","band_code","richness","tot_dens","insect_dens","insect_richness","noninsect_dens","noninsect_richness"
"820",156539,3481,2015-07-29,2015,"Wasatch and Uinta Mountains","19","1800-2200 m",3,19,6623.74973398595,6397.63779527559,18,226.111938710364,1
"821",120211,4554,2002-07-02,2002,"Wasatch and Uinta Mountains","19","2200-2600 m",4,16,5354.83870967742,5354.83870967742,16,0,0
"822",119752,23617,2001-08-23,2001,"Wasatch and Uinta Mountains","19","2200-2600 m",4,17,3383.51254480287,3383.51254480287,17,0,0
"823",127401,8454,2004-08-04,2004,"Wasatch and Uinta Mountains","19","2200-2600 m",4,8,16279.5698924731,16043.0107526882,7,236.559139784946,1
"824",153905,3110,2014-05-28,2014,"Colorado Plateaus","20","1800-2200 m",3,17,1434.56190686383,1204.91270347814,14,229.649203385685,3
"825",125195,400,2004-07-27,2004,"Wasatch and Uinta Mountains","19","2200-2600 m",4,31,1229.39068100358,1229.39068100358,31,0,0
"826",167928,7097,2018-09-21,2018,"Colorado Plateaus","20","2200-2600 m",4,16,930.379181824268,923.404825138929,14,6.97435668533934,2
"827",164321,19209,2017-07-31,2017,"Colorado Plateaus","20","1800-2200 m",3,19,1341.93548387097,1309.67741935484,16,32.258064516129,3
"828",127399,8454,2004-08-04,2004,"Wasatch and Uinta Mountains","19","2200-2600 m",4,7,37355.7880832972,37286.9928934569,7,68.7951898403264,0
"829",169078,28429,2018-06-25,2018,"Wasatch and Uinta Mountains","19","2200-2600 m",4,27,1139.78494623656,1092.47311827957,24,47.3118279569892,3
"830",102607,4773,1995-08-17,1995,"Colorado Plateaus","20","1800-2200 m",3,9,16000,15870.9677419355,8,129.032258064516,1
"831",132443,30032,2001-07-29,2001,"Colorado Plateaus","20","2200-2600 m",4,22,8794.63693083765,8020.26638346829,19,774.370547369353,3
"832",164039,6141,2017-07-22,2017,"Colorado Plateaus","20","1800-2200 m",3,11,2097.44279946164,2028.53297442799,9,68.9098250336474,2
"833",116188,9492,2000-08-23,2000,"Colorado Plateaus","20","2200-2600 m",4,17,1419.35483870968,1419.35483870968,17,0,0
"834",176875,3171,2020-06-07,2020,"Wasatch and Uinta Mountains","19","1800-2200 m",3,12,2126.12612612613,2126.12612612613,12,0,0
"835",153875,3108,2014-08-08,2014,"Colorado Plateaus","20","1800-2200 m",3,16,7629.29418212236,6951.45519051602,14,677.838991606334,2
"836",131317,26406,2002-08-14,2002,"Colorado Plateaus","20","2200-2600 m",4,16,569.89247311828,387.096774193548,12,182.795698924731,4
"837",123868,9207,2003-07-28,2003,"Wasatch and Uinta Mountains","19","1400-1800 m",2,28,735.215053763441,735.215053763441,28,0,0
"838",155374,13855,2014-07-24,2014,"Wasatch and Uinta Mountains","19","2200-2600 m",4,10,11329.7297297297,11286.4864864865,9,43.2432432432432,1
"839",153887,3125,2014-09-10,2014,"Colorado Plateaus","20","2200-2600 m",4,21,9076.240419524,8788.10580303118,19,288.134616492825,2
"840",129975,3349,2006-09-20,2006,"Colorado Plateaus","20","1400-1800 m",2,16,8672.45846669715,8672.45846669715,16,0,0
"841",102606,4772,1995-08-17,1995,"Colorado Plateaus","20","1800-2200 m",3,10,13075.2688172043,12774.1935483871,8,301.075268817204,2
"842",164701,12233,2017-07-27,2017,"Colorado Plateaus","20","1800-2200 m",3,10,5305.82901643517,5288.63021897509,9,17.1987974600816,1
"843",131330,26402,2004-07-13,2004,"Wyoming Basin","18","1800-2200 m",3,14,2718.27956989247,1995.69892473118,11,722.58064516129,3
"844",164708,13373,2017-07-24,2017,"Colorado Plateaus","20","1400-1800 m",2,14,1008.60215053763,939.784946236559,11,68.8172043010753,3
"845",123831,9198,2003-07-17,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,42,2435.48387096774,2435.48387096774,42,0,0
"846",169036,12222,2018-09-11,2018,"Colorado Plateaus","20","1800-2200 m",3,12,2129.03225806452,2110.21505376344,11,18.8172043010753,1
"847",120260,23358,2001-09-19,2001,"Wasatch and Uinta Mountains","19","2200-2600 m",4,19,1383.51254480287,1383.51254480287,19,0,0
"848",120212,4554,2002-07-02,2002,"Wasatch and Uinta Mountains","19","2200-2600 m",4,18,9232.97491039426,9060.93189964158,17,172.043010752688,1
"849",119492,10320,2002-06-19,2002,"Wasatch and Uinta Mountains","19","2200-2600 m",4,20,1630.82437275986,1630.82437275986,20,0,0
"850",178662,9456,2021-08-04,2021,"Central Basin and Range","13","1400-1800 m",2,18,4043.01075268817,3991.39784946237,16,51.6129032258065,2
"851",178654,28416,2021-06-28,2021,"Wyoming Basin","18","1800-2200 m",3,15,4924.7311827957,4896.05734767025,13,28.673835125448,2
"852",169074,28423,2018-09-25,2018,"Northern Basin and Range","80","1800-2200 m",3,27,2629.03225806452,2569.89247311828,23,59.1397849462366,4
"853",131313,26402,2002-08-13,2002,"Wyoming Basin","18","1800-2200 m",3,17,1514.49983708048,985.337243401759,15,529.162593678723,2
"854",153500,14596,2014-09-04,2014,"Wasatch and Uinta Mountains","19",">2600 m",5,22,1160.78431372549,1147.71241830065,21,13.0718954248366,1
"855",120263,18622,2001-09-12,2001,"Wasatch and Uinta Mountains","19","2200-2600 m",4,20,3658.78136200717,3647.31182795699,19,11.4695340501792,1
"856",131293,26396,2002-07-23,2002,"Wyoming Basin","18","1400-1800 m",2,9,7784.94623655914,7698.92473118279,8,86.0215053763441,1
"857",169039,12230,2018-07-09,2018,"Colorado Plateaus","20","1400-1800 m",2,26,935.483870967742,863.799283154122,25,71.6845878136201,1
"858",149853,2860,2012-07-02,2012,"Central Basin and Range","13","<1400 m",1,23,4027.02702702703,4016.21621621622,22,10.8108108108108,1
"859",153265,30586,2014-08-05,2014,"Colorado Plateaus","20","1800-2200 m",3,7,3827.51419838907,3827.51419838907,7,0,0
"860",173502,5947,2020-07-13,2020,"Wasatch and Uinta Mountains","19","2200-2600 m",4,15,7451.61290322581,7430.10752688172,14,21.505376344086,1
"861",164347,26426,2017-07-12,2017,"Wyoming Basin","18","1800-2200 m",3,16,1063.53861192571,873.900293255132,15,189.638318670577,1
"862",150590,3397,2013-08-20,2013,"Wasatch and Uinta Mountains","19","1400-1800 m",2,22,705.829796738888,668.602486784305,21,37.2273099545827,1
"863",148299,30714,2011-08-13,2011,"Colorado Plateaus","20","1400-1800 m",2,11,6068.46846846847,6068.46846846847,11,0,0
"864",123842,9153,2003-07-23,2003,"Wasatch and Uinta Mountains","19","1400-1800 m",2,23,3344.08602150538,3344.08602150538,23,0,0
"865",164357,9456,2017-06-14,2017,"Central Basin and Range","13","1400-1800 m",2,22,1534.94623655914,1244.62365591398,20,290.322580645161,2
"866",164333,19283,2017-06-26,2017,"Colorado Plateaus","20","2200-2600 m",4,6,4258.06451612903,4222.22222222222,4,35.84229390681,2
"867",158348,19203,2016-06-06,2016,"Colorado Plateaus","20","1800-2200 m",3,4,677.41935483871,677.41935483871,4,0,0
"868",156535,3490,2015-07-15,2015,"Wasatch and Uinta Mountains","19","1800-2200 m",3,20,4118.91891891892,4032.43243243243,17,86.4864864864865,3
"869",164359,9458,2017-07-04,2017,"Central Basin and Range","13","2200-2600 m",4,25,1972.18363602065,1839.27560837578,20,132.90802764487,5
"870",158354,26421,2016-06-29,2016,"Wasatch and Uinta Mountains","19","1800-2200 m",3,27,7655.91397849462,6344.08602150538,24,1311.82795698925,3
"871",156586,3608,2015-07-28,2015,"Central Basin and Range","13","1400-1800 m",2,14,708.108108108108,229.72972972973,11,478.378378378378,3
"872",167656,12525,2015-06-25,2015,"Wasatch and Uinta Mountains","19","1800-2200 m",3,21,1756.72766415501,1601.72228202368,18,155.005382131324,3
"873",146268,3272,2010-06-09,2010,"Wasatch and Uinta Mountains","19","2200-2600 m",4,19,4477.74099510845,3767.47863036711,15,710.262364741341,4
"874",144536,19947,2010-08-05,2010,"Wasatch and Uinta Mountains","19","2200-2600 m",4,24,4583.78378378378,4097.2972972973,23,486.486486486487,1
"875",157152,7097,2016-06-20,2016,"Colorado Plateaus","20","2200-2600 m",4,21,1659.45945945946,1632.43243243243,18,27.027027027027,3
"876",144166,22723,2010-07-09,2010,"Wasatch and Uinta Mountains","19","1800-2200 m",3,21,1502.7027027027,1257.65765765766,17,245.045045045045,4
"877",156589,3606,2015-07-24,2015,"Wasatch and Uinta Mountains","19","1800-2200 m",3,24,481.081081081081,477.027027027027,22,4.05405405405405,2
"878",153882,3119,2014-10-14,2014,"Wasatch and Uinta Mountains","19","2200-2600 m",4,27,2254.31098374426,2217.25381688819,25,37.05716685607,2
"879",151506,2918,2013-08-01,2013,"Wasatch and Uinta Mountains","19","2200-2600 m",4,32,4783.0346337809,3889.81732265314,28,893.217311127759,4
"880",123846,9157,2003-07-29,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,36,4387.09677419355,4204.30107526882,34,182.795698924731,2
"881",124761,19098,2003-08-14,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,15,13835.1254480287,13548.3870967742,13,286.73835125448,2
"882",150587,3426,2013-08-20,2013,"Wasatch and Uinta Mountains","19","1400-1800 m",2,22,4600,4086.48648648649,16,513.513513513514,6
"883",149846,2849,2012-07-03,2012,"Wasatch and Uinta Mountains","19","1800-2200 m",3,31,6555.06252521178,6353.3682936668,28,201.694231544978,3
"884",150210,23820,2012-10-24,2012,"Wasatch and Uinta Mountains","19","1800-2200 m",3,35,6095.2380952381,5935.48387096774,30,159.754224270353,5
"885",152963,7097,2014-06-11,2014,"Colorado Plateaus","20","2200-2600 m",4,18,413.513513513513,260.810810810811,15,152.702702702703,3
"886",154333,7097,2015-06-16,2015,"Colorado Plateaus","20","2200-2600 m",4,13,993.478260869565,310.869565217391,10,682.608695652174,3
"887",123865,9204,2003-07-26,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,22,2695.34050179211,2688.17204301075,22,7.16845878136201,0
"888",152962,7097,2014-06-11,2014,"Colorado Plateaus","20","2200-2600 m",4,16,704.347826086957,647.826086956522,13,56.5217391304348,3
"889",158368,9453,2016-07-12,2016,"Central Basin and Range","13","1800-2200 m",3,27,2036.866359447,2012.28878648233,26,24.5775729646697,1
"890",146279,3298,2010-05-21,2010,"Colorado Plateaus","20","1800-2200 m",3,8,1713.51351351351,1713.51351351351,8,0,0
"891",146274,3290,2010-06-03,2010,"Southern Rockies","21","2200-2600 m",4,11,742.857142857143,733.590733590734,10,9.26640926640927,1
"892",146218,7101,2010-09-24,2010,"Colorado Plateaus","20","2200-2600 m",4,18,522.972972972973,462.162162162162,16,60.8108108108108,2
"893",156371,22490,2013-10-12,2013,"Wasatch and Uinta Mountains","19","2200-2600 m",4,25,5286.48648648649,4745.94594594595,19,540.540540540541,6
"894",156364,10896,2013-07-28,2013,"Wasatch and Uinta Mountains","19","2200-2600 m",4,23,9989.18918918919,8216.21621621622,19,1772.97297297297,4
"895",119072,10255,2002-09-21,2002,"Colorado Plateaus","20","1800-2200 m",3,18,1580.64516129032,1573.47670250896,16,7.16845878136201,2
"896",169044,13355,2018-06-19,2018,"Colorado Plateaus","20","1400-1800 m",2,14,4113.39198435973,4113.39198435973,14,0,0
"897",120223,6018,2002-09-10,2002,"Wasatch and Uinta Mountains","19",">2600 m",5,25,6505.37634408602,6182.79569892473,24,322.58064516129,1
"898",147330,3383,2011-06-01,2011,"Northern Basin and Range","80","2200-2600 m",4,13,4187.38738738739,843.243243243243,11,3344.14414414414,2
"899",148287,3164,2011-10-04,2011,"Wasatch and Uinta Mountains","19","1400-1800 m",2,15,791.891891891892,791.891891891892,15,0,0
"900",158355,26424,2016-09-28,2016,"Colorado Plateaus","20","1800-2200 m",3,29,2697.5548424628,2232.32436963226,24,465.23047283054,5
"901",146851,3398,2011-08-23,2011,"Central Basin and Range","13","<1400 m",1,20,610.810810810811,605.405405405405,18,5.40540540540541,2
"902",133225,30044,2002-09-18,2002,"Wasatch and Uinta Mountains","19","2200-2600 m",4,44,2773.63882062297,2370.49364320684,38,403.14517741613,6
"903",120245,18615,2002-09-17,2002,"Wasatch and Uinta Mountains","19",">2600 m",5,19,11311.8279569892,9032.25806451613,18,2279.56989247312,1
"904",148563,21788,2011-10-25,2011,"Wasatch and Uinta Mountains","19","1800-2200 m",3,25,532.03125,511.71875,22,20.3125,3
"905",126821,33773,2004-10-05,2004,"Southern Rockies","21","2200-2600 m",4,22,4933.33333333333,4933.33333333333,22,0,0
"906",124375,3091,2002-09-16,2002,"Wasatch and Uinta Mountains","19","2200-2600 m",4,19,11655.9139784946,11591.3978494624,18,64.5161290322581,1
"907",124961,3390,2003-11-24,2003,"Central Basin and Range","13","<1400 m",1,7,1063.33333333333,1016.66666666667,3,46.6666666666667,4
"908",151514,2926,2013-09-18,2013,"Wasatch and Uinta Mountains","19","1800-2200 m",3,16,2767.56756756757,2349.54954954955,9,418.018018018018,7
"909",124748,9567,2003-10-08,2003,"Wasatch and Uinta Mountains","19","2200-2600 m",4,16,3150.5376344086,3129.03225806452,15,21.505376344086,1
"910",114359,11551,2000-12-13,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,19,1908.60215053763,1908.60215053763,19,0,0
"911",136783,23840,2004-09-24,2004,"Central Basin and Range","13","1800-2200 m",3,26,7723.47937730701,7522.86952335099,24,200.609853956026,2
"912",120367,9084,2002-06-17,2002,"Central Basin and Range","13","1800-2200 m",3,33,2768.81720430108,2768.81720430108,33,0,0
"913",112875,3451,1999-11-05,1999,"Wasatch and Uinta Mountains","19","1400-1800 m",2,15,5426.66666666667,5426.66666666667,15,0,0
"914",120258,23358,2001-09-19,2001,"Wasatch and Uinta Mountains","19","2200-2600 m",4,13,2530.46594982079,2530.46594982079,13,0,0
"915",114061,10320,2000-07-01,2000,"Wasatch and Uinta Mountains","19","2200-2600 m",4,19,1080.64516129032,1080.64516129032,19,0,0
"916",129980,2824,2006-09-26,2006,"Wasatch and Uinta Mountains","19","2200-2600 m",4,21,31413.3333333333,31360,21,53.3333333333333,0
"917",114167,11554,2000-09-14,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,21,3995.21632376598,3995.21632376598,21,0,0
"918",113665,20365,1999-08-24,1999,"Wasatch and Uinta Mountains","19","2200-2600 m",4,17,4777.42946708464,4764.89028213166,16,12.5391849529781,1
"919",113659,18711,1999-07-29,1999,"Wasatch and Uinta Mountains","19","1800-2200 m",3,19,12166.4194564644,12166.4194564644,19,0,0
"920",127707,2955,2005-09-15,2005,"Wasatch and Uinta Mountains","19","2200-2600 m",4,23,26133.3333333333,25280,20,853.333333333333,3
"921",120150,3630,2002-10-08,2002,"Wasatch and Uinta Mountains","19","1800-2200 m",3,16,3173.23775388292,3163.6798088411,15,9.55794504181601,1
"922",124951,2977,2003-10-09,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,19,5546.66666666667,5368.88888888889,16,177.777777777778,3
"923",121482,3523,2003-04-02,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,26,3480,3480,26,0,0
"924",126863,3617,2004-10-26,2004,"Wasatch and Uinta Mountains","19","2200-2600 m",4,20,4277.33333333333,4256,19,21.3333333333333,1
"925",121499,3316,2003-04-02,2003,"Colorado Plateaus","20","1800-2200 m",3,6,1143.33333333333,1143.33333333333,6,0,0
"926",114112,10304,2000-09-14,2000,"Colorado Plateaus","20","1800-2200 m",3,15,428.763440860215,428.763440860215,15,0,0
"927",117321,3097,1998-10-28,1998,"Wasatch and Uinta Mountains","19","1400-1800 m",2,13,78795.6989247312,78623.6559139785,12,172.043010752688,1
"928",113650,5158,1999-07-28,1999,"Wasatch and Uinta Mountains","19","2200-2600 m",4,18,6241.37931034483,5965.51724137931,17,275.862068965517,1
"929",114157,11551,2000-08-17,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,14,1022.70011947431,1022.70011947431,14,0,0
"930",116324,23659,1999-06-15,1999,"Wasatch and Uinta Mountains","19","2200-2600 m",4,17,26412.3073841802,26412.3073841802,17,0,0
"931",116481,8932,2001-06-29,2001,"Wasatch and Uinta Mountains","19","1400-1800 m",2,32,4698.9247311828,4698.9247311828,32,0,0
"932",123830,9197,2003-07-16,2003,"Colorado Plateaus","20","1400-1800 m",2,16,6559.13978494624,6559.13978494624,16,0,0
"933",131713,20686,2007-07-16,2007,"Wasatch and Uinta Mountains","19","1800-2200 m",3,20,1629.03225806452,1489.24731182796,17,139.784946236559,3
"934",114342,11559,2000-10-17,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,20,2603.72684794235,2517.71785296528,19,86.0089949770747,1
"935",114353,11559,2000-11-17,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,20,2113.18826050205,2076.33032572586,19,36.8579347761986,1
"936",147667,1187,2011-11-02,2011,"Wasatch and Uinta Mountains","19","1800-2200 m",3,14,2591.39784946237,2580.64516129032,13,10.752688172043,1
"937",124377,3473,2002-09-09,2002,"Wasatch and Uinta Mountains","19","1800-2200 m",3,15,45542.4156742961,45542.4156742961,15,0,0
"938",138568,29980,2004-09-27,2004,"Wasatch and Uinta Mountains","19","1800-2200 m",3,36,8906.2669707831,8838.38383838384,33,67.8831323992614,3
"939",133751,30112,2003-09-14,2003,"Northern Basin and Range","80","1800-2200 m",3,38,4050.20912991186,3601.43249501858,33,448.776634893281,5
"940",131204,18005,2006-09-09,2006,"Wasatch and Uinta Mountains","19","1800-2200 m",3,15,1913.97849462366,1913.97849462366,15,0,0
"941",114364,11559,2000-12-19,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,17,2509.89885342191,2462.98485616168,16,46.9139972602226,1
"942",116403,8923,2001-06-21,2001,"Wasatch and Uinta Mountains","19","2200-2600 m",4,26,4634.40860215054,4634.40860215054,26,0,0
"943",141660,3169,2008-11-14,2008,"Central Basin and Range","13","1800-2200 m",3,20,2687.25868725869,2600.7722007722,18,86.4864864864865,2
"944",109224,4752,1998-08-27,1998,"Wasatch and Uinta Mountains","19","2200-2600 m",4,13,14758.6206896552,14758.6206896552,13,0,0
"945",124958,3612,2003-10-07,2003,"Wasatch and Uinta Mountains","19","2200-2600 m",4,13,2746.66666666667,2720,12,26.6666666666667,1
"946",131203,18004,2006-09-08,2006,"Wasatch and Uinta Mountains","19","1800-2200 m",3,16,2818.73461588289,2818.73461588289,16,0,0
"947",111796,11554,2000-03-17,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,21,2548.38709677419,2548.38709677419,21,0,0
"948",121518,7271,2003-04-30,2003,"Wasatch and Uinta Mountains","19","1400-1800 m",2,26,9149.76024876341,9149.76024876341,26,0,0
"949",113993,23745,2000-07-18,2000,"Wasatch and Uinta Mountains","19","1800-2200 m",3,20,2883.2353745216,2883.2353745216,20,0,0
"950",111778,11557,2000-01-14,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,18,3720.43010752688,3709.67741935484,17,10.752688172043,1
"951",117504,2961,2001-04-12,2001,"Wasatch and Uinta Mountains","19","1800-2200 m",3,16,20817.2043010753,20817.2043010753,16,0,0
"952",116202,9498,2000-06-14,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,15,4587.81362007168,4587.81362007168,15,0,0
"953",114425,3427,2000-03-21,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,24,2606.66666666667,2606.66666666667,24,0,0
"954",111787,11551,2000-01-14,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,11,1166.66666666667,1166.66666666667,11,0,0
"955",113654,18710,1999-07-29,1999,"Wasatch and Uinta Mountains","19","1800-2200 m",3,18,7054.18719211823,7054.18719211823,18,0,0
"956",111779,11557,2000-02-24,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,18,857.52688172043,849.462365591398,17,8.06451612903226,1
"957",116404,8920,2001-06-19,2001,"Wasatch and Uinta Mountains","19",">2600 m",5,21,1819.35483870968,1819.35483870968,21,0,0
"958",114005,23754,2000-07-31,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,11,5043.90489946581,5043.90489946581,11,0,0
"959",116409,8924,2001-06-22,2001,"Wasatch and Uinta Mountains","19","2200-2600 m",4,24,3591.39784946237,3591.39784946237,24,0,0
"960",128558,18711,2005-09-29,2005,"Wasatch and Uinta Mountains","19","1800-2200 m",3,13,1716.8458781362,1716.8458781362,13,0,0
"961",124728,5435,2003-08-18,2003,"Wasatch and Uinta Mountains","19","2200-2600 m",4,13,2526.88172043011,2526.88172043011,13,0,0
"962",120185,3099,2002-10-26,2002,"Colorado Plateaus","20","1800-2200 m",3,18,6986.66666666667,6986.66666666667,18,0,0
"963",120153,3243,2002-10-09,2002,"Wasatch and Uinta Mountains","19","1800-2200 m",3,10,17892.4731182796,10379.9283154122,7,7512.54480286738,3
"964",112861,2965,1999-11-03,1999,"Wasatch and Uinta Mountains","19","1400-1800 m",2,14,5991.11111111111,5991.11111111111,14,0,0
"965",111783,11560,2000-03-17,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,20,1423.65591397849,1423.65591397849,20,0,0
"966",127717,2971,2005-09-14,2005,"Wasatch and Uinta Mountains","19","1400-1800 m",2,18,26026.6666666667,21706.6666666667,14,4320,4
"967",114365,11560,2000-12-19,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,19,567.204301075269,528.225806451613,18,38.9784946236559,1
"968",128560,18711,2005-09-29,2005,"Wasatch and Uinta Mountains","19","1800-2200 m",3,15,2743.13022700119,2743.13022700119,15,0,0
"969",126797,3630,2004-09-25,2004,"Wasatch and Uinta Mountains","19","1800-2200 m",3,18,7360,7360,18,0,0
"970",128553,13819,2005-11-07,2005,"Wasatch and Uinta Mountains","19","1400-1800 m",2,20,2989.24731182796,2989.24731182796,20,0,0
"971",124829,5777,2003-09-26,2003,"Wasatch and Uinta Mountains","19","2200-2600 m",4,11,3634.40860215054,3634.40860215054,11,0,0
"972",121500,3300,2003-04-02,2003,"Colorado Plateaus","20","1400-1800 m",2,8,1886.66666666667,1886.66666666667,8,0,0
"973",116619,4513,2000-08-09,2000,"Central Basin and Range","13","1400-1800 m",2,19,6609.66094732913,6401.15429283926,16,208.506654489878,3
"974",123843,9154,2003-07-24,2003,"Wasatch and Uinta Mountains","19","1400-1800 m",2,33,4186.37992831541,4186.37992831541,33,0,0
"975",120173,2997,2002-10-27,2002,"Colorado Plateaus","20","1800-2200 m",3,14,2333.8979860719,2327.6240667545,13,6.27391931739758,1
"976",126816,33769,2004-09-12,2004,"Wasatch and Uinta Mountains","19","1400-1800 m",2,15,6657.77777777778,6657.77777777778,15,0,0
"977",129941,2961,2006-10-16,2006,"Wasatch and Uinta Mountains","19","1800-2200 m",3,12,4533.33333333333,4533.33333333333,12,0,0
"978",128565,9503,2005-09-26,2005,"Wasatch and Uinta Mountains","19","2200-2600 m",4,23,2575.86618876941,2561.52927120669,22,14.336917562724,1
"979",129936,3635,2006-10-10,2006,"Wasatch and Uinta Mountains","19","2200-2600 m",4,11,28160,28160,11,0,0
"980",118524,3089,2001-10-30,2001,"Wasatch and Uinta Mountains","19","2200-2600 m",4,19,7796.78818190365,7796.78818190365,19,0,0
"981",128554,13819,2005-11-07,2005,"Wasatch and Uinta Mountains","19","1400-1800 m",2,18,2967.74193548387,2967.74193548387,18,0,0
"982",124924,3630,2003-10-16,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,20,2601.90476190476,2571.42857142857,19,30.4761904761905,1
"983",133230,29952,2002-10-27,2002,"Colorado Plateaus","20","2200-2600 m",4,30,5494.62365591398,5301.0752688172,26,193.548387096774,4
"984",112882,3493,1999-11-04,1999,"Wasatch and Uinta Mountains","19","1800-2200 m",3,19,1233.33333333333,1223.33333333333,18,10,1
"985",123871,9210,2003-07-29,2003,"Wasatch and Uinta Mountains","19","1800-2200 m",3,28,5254.48028673835,5154.12186379928,26,100.358422939068,2
"986",131202,18003,2006-09-07,2006,"Wasatch and Uinta Mountains","19","1800-2200 m",3,15,1243.72759856631,1243.72759856631,15,0,0
"987",113626,11561,2000-05-14,2000,"Wasatch and Uinta Mountains","19","1800-2200 m",3,11,1673.83512544803,1663.08243727599,10,10.752688172043,1
"988",131199,18000,2006-09-06,2006,"Wasatch and Uinta Mountains","19","1800-2200 m",3,15,684.139784946237,684.139784946237,15,0,0
"989",113686,11957,1999-05-05,1999,"Wasatch and Uinta Mountains","19","1800-2200 m",3,16,5042.18362282878,5042.18362282878,16,0,0
"990",112835,2934,1998-11-03,1998,"Wasatch and Uinta Mountains","19","1400-1800 m",2,15,6640,6626.66666666667,15,13.3333333333333,0
"991",114165,11560,2000-09-14,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,16,3276.37091614554,3190.37692884513,15,85.993987300408,1
"992",121020,12511,2003-10-09,2003,"Colorado Plateaus","20","1400-1800 m",2,14,2790.32258064516,2790.32258064516,14,0,0
"993",113612,11553,2000-04-13,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,22,1002.68817204301,1000,22,2.68817204301075,0
"994",113623,11553,2000-05-15,2000,"Wasatch and Uinta Mountains","19","1400-1800 m",2,23,1666.66666666667,1661.29032258065,22,5.37634408602151,1
"995",129979,3634,2006-10-10,2006,"Wasatch and Uinta Mountains","19","2200-2600 m",4,18,13653.3333333333,13626.6666666667,17,26.6666666666667,1
"996",123838,9149,2003-07-18,2003,"Wasatch and Uinta Mountains","19","1400-1800 m",2,32,3752.68817204301,3752.68817204301,32,0,0
"997",124389,3069,2002-07-16,2002,"Wasatch and Uinta Mountains","19","2200-2600 m",4,18,4602.15053763441,4602.15053763441,18,0,0
"998",112819,2967,1998-11-05,1998,"Wasatch and Uinta Mountains","19","1800-2200 m",3,19,4293.33333333333,4293.33333333333,19,0,0
"999",114008,23755,2000-08-01,2000,"Wasatch and Uinta Mountains","19","2200-2600 m",4,18,3132.40386367778,3125.28476398761,17,7.11909969017678,1
"1000",120152,3251,2002-10-09,2002,"Wasatch and Uinta Mountains","19","1800-2200 m",3,12,16114.6953405018,16114.6953405018,12,0,0
"1001",132437,30050,2001-07-12,2001,"Wasatch and Uinta Mountains","19","1400-1800 m",2,26,5946.23655913978,5913.97849462366,24,32.258064516129,2
"1002",127640,3218,2005-10-06,2005,"Wasatch and Uinta Mountains","19","1800-2200 m",3,16,5269.33333333333,5226.66666666667,15,42.6666666666667,1
"1003",120262,18622,2001-09-12,2001,"Wasatch and Uinta Mountains","19","2200-2600 m",4,20,3311.82795698925,3311.82795698925,20,0,0
"1004",129933,3104,2006-10-30,2006,"Colorado Plateaus","20","1400-1800 m",2,14,12541.4888572783,12541.4888572783,14,0,0
"1005",113637,11561,2000-06-11,2000,"Wasatch and Uinta Mountains","19","1800-2200 m",3,12,1121.86379928315,1093.18996415771,11,28.673835125448,1
"1006",105970,19342,1996-08-28,1996,"Wasatch and Uinta Mountains","19","1400-1800 m",2,7,6121.86379928315,1132.6164874552,6,4989.24731182796,1
"1007",116621,6065,2000-08-23,2000,"Wasatch and Uinta Mountains","19","2200-2600 m",4,14,19804.9038774845,19753.9915281851,13,50.9123492994461,1
"1008",114873,11932,1999-08-25,1999,"Wasatch and Uinta Mountains","19","1400-1800 m",2,8,9032.25806451613,9032.25806451613,8,0,0
"1009",120366,9083,2002-06-17,2002,"Central Basin and Range","13","1800-2200 m",3,24,3370.96774193548,3370.96774193548,24,0,0
"1010",113689,23731,1999-05-05,1999,"Wasatch and Uinta Mountains","19","1800-2200 m",3,18,3344.08602150538,3344.08602150538,18,0,0
"1011",133207,30069,2002-09-30,2002,"Wasatch and Uinta Mountains","19","2200-2600 m",4,29,9591.39784946237,9483.87096774194,27,107.52688172043,2
"1012",120182,2934,2002-10-25,2002,"Wasatch and Uinta Mountains","19","1400-1800 m",2,19,8213.33333333333,8160,17,53.3333333333333,2
