"","sampleId","siteId","labSplit","fieldSplit","customerAbbreviation","siteLongitude","siteLatitude","sampleDate","sampleType","sampleMethod","sampleMethodId","habitatName","habitatId","area","mesh","COMID","yr","sampleProp","tot_dens","richness","tot_abund","insect_dens","noninsect_dens","elev_m","elev_band","band_code","ecoCode","ecoName","insect_richness","noninsect_richness"
"680",168193,19805,0.875,1,"BLM-UT-Vern",-110.20216,39.42192,2017-10-19,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,3897617,2017,0.875,772.200772200772,11,500,761.389961389961,10.8108108108108,1824,"1800-2200 m",3,"20","Colorado Plateaus",10,1
"681",185431,20365,0.2578,1,"UDWQ",-111.5385,38.9355,2021-06-03,"Benthic","Kick net",16,"Riffle","36",0.74,NA,3505701,2021,0.2578,2945.92497850838,28,562,2914.47382215419,31.451156354182,2219,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",25,3
"682",152957,19100,0.25,1,"USFS-R6-Fish",-112.3884883,38.5822946,2011-10-12,"Benthic","Surber net",26,"Targeted Riffle","10",0.743224,NA,3504319,2011,0.25,2271.18607579949,23,422,2255.04020322272,16.1458725767736,1874,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",22,1
"683",151507,2919,0.5,1,"UDWQ",-110.98966,40.792,2013-06-19,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10094066,2013,0.5,1116.21621621622,11,413,1113.51351351351,2.7027027027027,2450,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",10,1
"684",168195,19806,0.25,1,"BLM-UT-Vern",-110.30052,39.60011,2018-06-12,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,3896487,2018,0.25,3664.86486486487,25,678,3567.56756756757,97.2972972972973,2600,"2200-2600 m",4,"20","Colorado Plateaus",21,4
"685",115864,23666,0.25,1,"USFS-R6-422",-111.6062,40.5517,1998-08-05,"Benthic","Kick net",16,"Targeted Riffle","10",0.093,500,10326579,1998,0.25,12946.2365591398,11,301,12946.2365591398,0,2496,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",11,0
"686",127659,3705,0.0625,1,"UDWQ",-111.45496,38.05295,2005-09-23,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,3276941,2005,0.0625,16373.3333333333,14,307,16373.3333333333,0,2861,">2600 m",5,"19","Wasatch and Uinta Mountains",14,0
"687",131714,20685,0.3125,1,"NAMC",-111.575439,41.828904,2007-07-16,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,664234,2007,0.3125,2034.40860215054,28,473,1870.96774193548,163.440860215054,1816,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",24,4
"688",148285,3245,0.5,1,"UDWQ",-112.5697327,37.86808014,2011-10-25,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10817080,2011,0.5,2372.97297297297,19,878,2367.56756756757,5.40540540540541,2379,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",18,1
"689",113645,5157,0.625,1,"USFS-R6-Fish",-112.5201,38.2121,1999-07-28,"Benthic","Surber net",26,"Targeted Riffle","10",0.116,250,1216177,1999,0.625,5475.86206896552,17,397,5324.13793103448,151.724137931034,2282,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",16,1
"690",151555,2886,1,1,"UDWQ",-111.74715,41.00542,2013-08-13,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10275958,2013,1,759.459459459459,31,562,456.756756756757,302.702702702703,1660,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",24,7
"691",151471,2886,0.3125,1,"UDWQ",-111.74715,41.00542,2013-08-13,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10275958,2013,0.3125,2378.37837837838,28,550,1396.75675675676,981.621621621622,1660,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",23,5
"692",142085,3609,0.25,1,"UDWQ",-111.3086111,40.7069444,2009-11-05,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10092530,2009,0.25,4605.40540540541,22,852,4556.75675675676,48.6486486486486,1948,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",20,2
"693",151486,2899,0.125,1,"UDWQ",-111.73653,40.91825,2013-09-03,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10276628,2013,0.125,3632.43243243243,39,336,3416.21621621622,216.216216216216,1841,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",35,4
"694",141344,5157,1,1,"USFS-R6-Fish",-112.5201,38.2121,2007-10-03,"Benthic","Surber net",26,"Targeted Riffle","10",0.278709,250,1216177,2007,1,1600.23537094245,26,446,1327.54952297916,272.685847963288,2282,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",23,3
"695",148317,5525,0.0625,1,"BLM-AIM",-111.9746167,38.02943333,2011-08-26,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,10806483,2011,0.0625,9383.78378378379,17,434,8562.16216216216,821.621621621622,2024,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",12,5
"696",148266,3255,0.0625,1,"UDWQ",-111.9713,37.9661,2011-10-18,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10809159,2011,0.0625,6983.78378378378,7,323,6962.16216216216,21.6216216216216,2198,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",6,1
"697",171166,2810,0.2656,1,"UDWQ",-111.83979,41.71595,2019-10-15,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,664510,2019,0.2656,1938.49723217193,28,381,1592.51872354282,345.978508629111,1370,"<1400 m",1,"13","Central Basin and Range",22,6
"698",120250,19798,1,1,"USFS-R6-405",-111.9492,37.9008,2002-09-25,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,250,10809181,2002,1,3440.86021505376,26,320,3365.59139784946,75.2688172043011,2532,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",25,1
"699",153396,23559,0.125,1,"Biowest",-111.30367,39.66302,2014-07-22,"Benthic","Kick net",16,"Reachwide","8",1.02,NA,3907369,2014,0.125,2745.09803921569,20,350,1819.60784313726,925.490196078431,2635,">2600 m",5,"19","Wasatch and Uinta Mountains",14,6
"700",120269,18625,0.5,1,"USFS-R6-405",-111.6511,37.9717,2001-09-12,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,3277521,2001,0.5,2953.40501792115,24,412,2953.40501792115,0,2418,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",24,0
"701",120266,18625,0.5,1,"USFS-R6-405",-111.6511,37.9717,2001-09-18,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,3277521,2001,0.5,2745.51971326165,24,383,2745.51971326165,0,2418,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",24,0
"702",151545,3482,0.3438,1,"UDWQ",-111.41185,39.80858,2013-08-05,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10350844,2013,0.3438,1898.49535399274,26,483,1870.98092857255,27.5144254201846,2109,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",22,4
"703",119753,23617,0.75,1,"USFS-R6-Fish",-111.5425,38.5393,2001-08-23,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,4899839,2001,0.75,1534.05017921147,20,321,1534.05017921147,0,2461,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",20,0
"704",153910,3118,0.1875,1,"UDWQ",-111.06709,40.37471,2014-09-11,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,11964667,2014,0.1875,4338.73873873874,20,602,3985.58558558559,353.153153153153,2465,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",15,5
"705",169043,12237,1,1,"BLM-AIM",-109.53186,39.188082,2018-09-12,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,2521120,2018,1,590.05376344086,17,439,580.645161290323,9.40860215053763,1872,"1800-2200 m",3,"20","Colorado Plateaus",16,1
"706",141624,3248,0.125,1,"UDWQ",-112.6183333,37.62388889,2008-10-21,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10819314,2008,0.125,15372.972972973,13,1422,15221.6216216216,151.351351351351,2374,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",12,1
"707",156547,3461,0.2188,1,"UDWQ",-111.6936,39.9694,2015-07-07,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10350406,2015,0.2188,2976.92573743762,27,482,2766.93512525322,209.990612184396,1742,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",25,2
"708",155477,7097,1,1,"EIS",-111.1463852,39.4636116,2015-09-22,"Benthic","Kick net",16,"Reachwide","8",0.46,NA,4876319,2015,1,1200,10,552,1186.95652173913,13.0434782608696,2267,"2200-2600 m",4,"20","Colorado Plateaus",9,1
"709",167882,7097,0.75,1,"EIS",-111.1463852,39.4636116,2018-06-27,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,4876319,2018,0.75,661.261261261261,24,367,551.351351351351,109.90990990991,2267,"2200-2600 m",4,"20","Colorado Plateaus",20,4
"710",164040,6142,0.7813,1,"SEC-Logan",-111.1428,39.4014,2017-07-22,"Benthic","Surber net",26,"Targeted Riffle","10",0.743,NA,4876379,2017,0.7813,771.740648975316,18,448,754.514295203546,17.2263537717705,2342,"2200-2600 m",4,"20","Colorado Plateaus",16,2
"711",144541,8560,0.125,1,"USFS-R6-405",-111.4654,38.0011,2010-09-08,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,500,3276997,2010,0.125,5254.05405405405,24,486,4118.91891891892,1135.13513513514,2428,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",21,3
"712",127688,3321,0.125,1,"UDWQ",-111.751528,37.861639,2005-09-25,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,300,3277687,2005,0.125,13546.6666666667,22,508,13546.6666666667,0,2320,"2200-2600 m",4,"20","Colorado Plateaus",22,0
"713",157960,7097,0.5,1,"EIS",-111.1463852,39.4636116,2016-09-22,"Benthic","Kick net",16,"Reachwide","8",0.46,NA,4876319,2016,0.5,1978.26086956522,17,455,1795.65217391304,182.608695652174,2267,"2200-2600 m",4,"20","Colorado Plateaus",14,3
"714",120267,18625,0.75,1,"USFS-R6-405",-111.6511,37.9717,2001-09-12,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,3277521,2001,0.75,2346.47550776583,20,491,2346.47550776583,0,2418,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",20,0
"715",125193,2650,0.1563,1,"USFS-R6-Fish",-112.560321,38.590046,2004-08-20,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,1212949,2004,0.1563,12795.9053103007,21,558,10571.5275054635,2224.37780483722,1948,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",20,1
"716",117043,10345,1,1,"BLM-UT-Gran",-111.4367,37.9013,2001-09-04,"Benthic","Surber net",26,"Targeted Riffle","10",0.372,500,3277569,2001,1,1010.75268817204,18,376,1010.75268817204,0,1970,"1800-2200 m",3,"20","Colorado Plateaus",18,0
"717",144551,4493,0.25,1,"USFS-R6-405",-111.4776,37.9888,2010-09-28,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,500,3277409,2010,0.25,1691.89189189189,31,313,1681.08108108108,10.8108108108108,2363,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",30,1
"718",148969,10304,0.75,1,"BLM-AIM",-111.4955,37.8668,2012-08-15,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,3278553,2012,0.75,996.396396396396,15,553,992.792792792793,3.6036036036036,1900,"1800-2200 m",3,"20","Colorado Plateaus",15,0
"719",167887,7101,0.4375,1,"EIS",-111.167778,39.45972061,2018-06-15,"Benthic","Kick net",16,"Reachwide","8",0.46,NA,4876321,2018,0.4375,2663.35403726708,14,536,2320.49689440994,342.857142857143,2400,"2200-2600 m",4,"20","Colorado Plateaus",11,3
"720",171148,3336,0.5,1,"UDWQ",-111.5334,38.7377,2019-07-10,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,4894215,2019,0.5,1581.08108108108,20,585,1427.02702702703,154.054054054054,2790,">2600 m",5,"19","Wasatch and Uinta Mountains",17,3
"721",148954,5511,0.0625,1,"BLM-AIM",-112.5439148,38.18605042,2012-07-11,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,1216181,2012,0.0625,7502.7027027027,25,347,6443.24324324324,1059.45945945946,2136,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",22,3
"722",157959,7097,0.75,1,"EIS",-111.1463852,39.4636116,2016-09-22,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,4876319,2016,0.75,740.540540540541,14,411,722.522522522523,18.018018018018,2267,"2200-2600 m",4,"20","Colorado Plateaus",11,3
"723",176879,3190,0.1563,1,"UDWQ",-111.693985,39.25525665,2020-06-24,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,5303191,2020,0.1563,3250.85161937369,6,376,3233.55985544085,17.2917639328388,1645,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",5,1
"724",131916,29998,0.75,1,"USU-Hawk",-109.802,39.3423,2000-08-15,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,500,3522133,2000,0.75,924.731182795699,24,516,906.810035842294,17.921146953405,2324,"2200-2600 m",4,"20","Colorado Plateaus",22,2
"725",156561,3546,0.2813,1,"UDWQ",-111.28913,40.49565,2015-09-01,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10375614,2015,0.2813,2757.46774147059,25,574,1018.43756305185,1739.03017841873,2012,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",19,6
"726",157148,7101,0.5,1,"EIS",-111.167778,39.45972061,2016-06-16,"Benthic","Kick net",16,"Reachwide","8",0.74,NA,4876321,2016,0.5,821.621621621622,15,304,813.513513513514,8.10810810810811,2400,"2200-2600 m",4,"20","Colorado Plateaus",14,1
"727",146278,3297,0.1875,1,"UDWQ",-111.35361,37.85778,2010-08-02,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,3277707,2010,0.1875,4511.71171171171,15,626,4367.56756756757,144.144144144144,1754,"1400-1800 m",2,"20","Colorado Plateaus",14,1
"728",114847,11906,0.1563,1,"NAMC",-111.5607,41.8778,1999-08-23,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,500,664176,1999,0.1563,2958.19316313403,15,344,2958.19316313403,0,1903,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",15,0
"729",131910,29986,0.1333,1,"USU-Hawk",-112.499,37.8025,2000-08-04,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,500,10817324,2000,0.1333,5061.74930829482,25,502,4950.83448281425,110.914825480564,2153,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",24,1
"730",158386,21807,0.25,1,"BLM-AIM",-111.192215,39.87231445,2016-07-06,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,10350706,2016,0.25,2741.93548387097,23,510,2607.52688172043,134.408602150538,2125,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",20,3
"731",158353,26420,0.5,1,"BLM-AIM",-109.276108,40.891567,2016-07-21,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,10039688,2016,0.5,1438.17204301075,23,535,1379.03225806452,59.1397849462366,1961,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",21,2
"732",164334,19283,0.5938,1,"BLM-AIM",-110.954668,39.779015,2016-08-31,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,3907793,2016,0.5938,801.290757179022,21,354,753.756559719249,47.5341974597725,2372,"2200-2600 m",4,"20","Colorado Plateaus",19,2
"733",148374,4739,1,1,"USFS-R6-405",-111.948546,37.88556182,2011-10-03,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,10809193,2011,1,428.378378378378,17,317,412.162162162162,16.2162162162162,2436,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",16,1
"734",117291,3074,0.0625,1,"R04F18A",-111.1762,40.2844,2000-09-12,"Benthic","Kick net",16,"Targeted Riffle","10",0.093,300,11965399,2000,0.0625,58666.6666666667,16,341,58666.6666666667,0,2416,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",16,0
"735",167657,12525,0.1875,1,"USFS-R6-Fish",-112.3872341,38.53976646,2015-08-11,"Benthic","Surber net",26,"Targeted Riffle","10",0.7432,NA,3504505,2015,0.1875,2619.30391101543,27,365,2526.01363473269,93.2902762827413,2037,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",24,3
"736",120215,5416,0.375,1,"USFS-R6-405",-112.5686,37.7572,2002-08-15,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,250,10817524,2002,0.375,11326.164874552,15,395,10752.688172043,573.476702508961,2369,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",13,2
"737",148376,10462,1,1,"USFS-R6-405",-111.8407784,37.82283106,2011-09-13,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,3277713,2011,1,678.378378378378,24,502,659.459459459459,18.9189189189189,2367,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",23,1
"738",123869,9208,0.125,1,"USU-Hawk",-111.71111,39.76261,2003-07-28,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,10330193,2003,0.125,5709.67741935484,36,531,5677.41935483871,32.258064516129,1896,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",34,2
"739",156546,3518,0.125,0.5,"UDWQ",-111.410566,40.3424,2015-08-07,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10376088,2015,0.0625,13145.9459459459,24,608,10248.6486486486,2897.2972972973,1921,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",19,5
"740",156539,3481,0.1016,1,"UDWQ",-111.64104,39.8514,2015-07-29,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10350754,2015,0.1016,6623.74973398595,19,498,6397.63779527559,226.111938710364,1989,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",18,1
"741",120211,4554,1,1,"USFS-R6-405",-111.4883,37.9922,2002-07-02,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,250,3277409,2002,1,5354.83870967742,16,498,5354.83870967742,0,2466,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",16,0
"742",119752,23617,0.5,1,"USFS-R6-Fish",-111.5425,38.5393,2001-08-23,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,4899839,2001,0.5,3383.51254480287,17,472,3383.51254480287,0,2461,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",17,0
"743",127401,8454,0.5,1,"USFS-R6-405",-112.683333,37.519722,2004-08-04,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,250,10818330,2004,0.5,16279.5698924731,8,757,16043.0107526882,236.559139784946,2586,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",7,1
"744",153905,3110,0.4531,1,"UDWQ",-110.46631,39.9836,2014-05-28,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,11986905,2014,0.4531,1434.56190686383,17,481,1204.91270347814,229.649203385685,2104,"1800-2200 m",3,"20","Colorado Plateaus",14,3
"745",125195,400,1,1,"USFS-R6-Fish",-112.289669,38.318558,2004-07-27,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,3507399,2004,1,1229.39068100358,31,343,1229.39068100358,0,2390,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",31,0
"746",167928,7097,0.9688,1,"EIS",-111.1463852,39.4636116,2018-09-21,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,4876319,2018,0.9688,930.379181824268,16,667,923.404825138929,6.97435668533934,2267,"2200-2600 m",4,"20","Colorado Plateaus",14,2
"747",164321,19209,0.625,1,"BLM-AIM",-110.202248,39.421914,2017-07-31,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,3897617,2017,0.625,1341.93548387097,19,624,1309.67741935484,32.258064516129,1824,"1800-2200 m",3,"20","Colorado Plateaus",16,3
"748",127399,8454,0.1563,1,"USFS-R6-405",-112.683333,37.519722,2004-08-04,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,250,10818330,2004,0.1563,37355.7880832972,7,543,37286.9928934569,68.7951898403264,2586,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",7,0
"749",169078,28429,0.625,1,"BLM-AIM",-110.934733,39.86107,2018-06-25,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,3907607,2018,0.625,1139.78494623656,27,530,1092.47311827957,47.3118279569892,2360,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",24,3
"750",132443,30032,0.0729,1,"USU-Hawk",-111.083,39.6789,2001-07-29,"Benthic","Kick net",16,"Targeted Riffle","10",0.744,500,3906527,2001,0.0729,8794.63693083765,22,477,8020.26638346829,774.370547369353,2467,"2200-2600 m",4,"20","Colorado Plateaus",19,3
"751",164039,6141,0.3125,1,"SEC-Logan",-111.1189,39.4125,2017-07-22,"Benthic","Surber net",26,"Targeted Riffle","10",0.743,NA,4876379,2017,0.3125,2097.44279946164,11,487,2028.53297442799,68.9098250336474,2147,"1800-2200 m",3,"20","Colorado Plateaus",9,2
"752",116188,9492,1,1,"USFS-R6-Fish",-111.7836,37.8864,2000-08-23,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,1000,3277581,2000,1,1419.35483870968,17,396,1419.35483870968,0,2330,"2200-2600 m",4,"20","Colorado Plateaus",17,0
"753",176875,3171,0.375,1,"UDWQ",-112.8275528,37.78453445,2020-06-07,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,14599513,2020,0.375,2126.12612612613,12,590,2126.12612612613,0,2098,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",12,0
"754",153875,3108,0.0937,1,"UDWQ",-110.84353,40.29602,2014-08-08,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,11966033,2014,0.0937,7629.29418212236,16,529,6951.45519051602,677.838991606334,2150,"1800-2200 m",3,"20","Colorado Plateaus",14,2
"755",131317,26406,1,1,"BLM-UT-Vern",-109.054444,39.513889,2002-08-14,"Benthic","Surber net",26,"Targeted Riffle","10",0.558,500,5311590,2002,1,569.89247311828,16,318,387.096774193548,182.795698924731,2272,"2200-2600 m",4,"20","Colorado Plateaus",12,4
"756",123868,9207,1,1,"USU-Hawk",-112.35424,38.74692,2003-07-28,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,1203650,2003,1,735.215053763441,28,547,735.215053763441,0,1749,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",28,0
"757",155374,13855,0.0625,1,"USFS-R6-Fish",-112.5217132,38.37925044,2014-07-24,"Benthic","Surber net",26,"Targeted Riffle","10",0.74,NA,1216075,2014,0.0625,11329.7297297297,10,524,11286.4864864865,43.2432432432432,2239,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",9,1
"758",153887,3125,0.0938,1,"UDWQ",-110.94667,40.44469,2014-09-10,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,11979929,2014,0.0938,9076.240419524,21,630,8788.10580303118,288.134616492825,2306,"2200-2600 m",4,"20","Colorado Plateaus",19,2
"759",129975,3349,0.2187,1,"UDWQ",-109.39751,38.4801,2006-09-20,"Benthic","Hess net",13,"Targeted Riffle","10",0.3,500,3379335,2006,0.2187,8672.45846669715,16,569,8672.45846669715,0,1680,"1400-1800 m",2,"20","Colorado Plateaus",16,0
"760",164701,12233,0.1563,1,"BLM-AIM",-109.508171,39.263286,2017-07-27,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,2521006,2017,0.1563,5305.82901643517,10,617,5288.63021897509,17.1987974600816,2038,"1800-2200 m",3,"20","Colorado Plateaus",9,1
"761",164708,13373,0.625,1,"BLM-AIM",-109.281146,37.779463,2017-07-24,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,3272816,2017,0.625,1008.60215053763,14,469,939.784946236559,68.8172043010753,1747,"1400-1800 m",2,"20","Colorado Plateaus",11,3
"762",123831,9198,0.25,1,"USU-Hawk",-109.27485,40.88536,2003-07-17,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,10039688,2003,0.25,2435.48387096774,42,453,2435.48387096774,0,1979,"1800-2200 m",3,"19","Wasatch and Uinta Mountains",42,0
"763",169036,12222,0.5,1,"BLM-AIM",-109.535901,39.188393,2018-09-11,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,2521124,2018,0.5,2129.03225806452,12,792,2110.21505376344,18.8172043010753,1884,"1800-2200 m",3,"20","Colorado Plateaus",11,1
"764",120260,23358,1,1,"USFS-R6-405",-111.792,37.9076,2001-09-19,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,3277531,2001,1,1383.51254480287,19,386,1383.51254480287,0,2454,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",19,0
"765",120212,4554,0.375,1,"USFS-R6-405",-111.4883,37.9922,2002-07-02,"Benthic","Surber net",26,"Targeted Riffle","10",0.093,250,3277409,2002,0.375,9232.97491039426,18,322,9060.93189964158,172.043010752688,2466,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",17,1
"766",119492,10320,0.375,1,"BLM-UT-Gran",-111.6518,37.9633,2002-06-19,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,500,3277521,2002,0.375,1630.82437275986,20,455,1630.82437275986,0,2365,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",20,0
"767",178662,9456,0.15625,1,"BLM-AIM",-113.8052979,39.84645081,2021-08-04,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,10682472,2021,0.15625,4043.01075268817,18,470,3991.39784946237,51.6129032258065,1617,"1400-1800 m",2,"13","Central Basin and Range",16,2
"768",153500,14596,0.375,1,"USFS-R6-Ashl",-109.96436,40.87755,2014-09-04,"Benthic","Surber net",26,"Reachwide","8",1.02,NA,10039566,2014,0.375,1160.78431372549,22,444,1147.71241830065,13.0718954248366,2891,">2600 m",5,"19","Wasatch and Uinta Mountains",21,1
"769",120263,18622,0.3125,1,"USFS-R6-405",-111.6509,37.9608,2001-09-12,"Benthic","Surber net",26,"Targeted Riffle","10",0.279,250,3277521,2001,0.3125,3658.78136200717,20,319,3647.31182795699,11.4695340501792,2377,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",19,1
"770",169039,12230,0.75,1,"BLM-AIM",-109.490761,39.195173,2018-07-09,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,2521114,2018,0.75,935.483870967742,26,522,863.799283154122,71.6845878136201,1754,"1400-1800 m",2,"20","Colorado Plateaus",25,1
"771",149853,2860,0.25,1,"UDWQ",-111.84214,41.70177,2012-07-02,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,664552,2012,0.25,4027.02702702703,23,745,4016.21621621622,10.8108108108108,1363,"<1400 m",1,"13","Central Basin and Range",22,1
"772",153265,30586,0.1563,1,"BLM-AIM",-109.206167,38.637366,2014-08-05,"Benthic","Surber net",26,"Reachwide","8",1.023,NA,18369704,2014,0.1563,3827.51419838907,7,612,3827.51419838907,0,1937,"1800-2200 m",3,"20","Colorado Plateaus",7,0
"773",173502,5947,0.125,1,"BLM-AIM",-112.8492432,37.76042938,2020-07-13,"Benthic","Surber net",26,"Targeted Riffle","10",0.744,NA,14600537,2020,0.125,7451.61290322581,15,693,7430.10752688172,21.505376344086,2308,"2200-2600 m",4,"19","Wasatch and Uinta Mountains",14,1
"774",150590,3397,0.9075,1,"Biowest",-111.877944,40.791861,2013-08-20,"Benthic","Kick net",16,"Targeted Riffle","10",0.74,NA,10389370,2013,0.9075,705.829796738888,22,474,668.602486784305,37.2273099545827,1442,"1400-1800 m",2,"19","Wasatch and Uinta Mountains",21,1
