"","siteId","yr","richness_xbar","abund_xbar","density_xbar","labSplit","fieldSplit","area","mesh","siteLatitude","siteLongitude","COMID","ecoCode","ecoName"
"1132",3608,2018,34,652,4699.0990990991,0.1875,1,0.74,NA,40.0824,-111.5957,10349196,"13","Central Basin and Range"
"1133",3609,2009,50,1158,6259.45945945946,0.25,1,0.74,NA,40.7069444,-111.3086111,10092530,"19","Wasatch and Uinta Mountains"
"1134",3610,2022,45,637,2754.59459459459,0.3125,1,0.74,500,40.73717296,-111.2479666,10093110,"19","Wasatch and Uinta Mountains"
"1135",3611,2005,16,601,32053.3333333333,0.0625,1,0.3,300,39.838056,-111.006111,3906399,"19","Wasatch and Uinta Mountains"
"1136",3612,2003,25.5,657,7785.55555555556,0.34375,1,0.3,300,39.727361,-111.160139,3906485,"19","Wasatch and Uinta Mountains"
"1137",3612,2004,31,607,5395.55555555556,0.375,1,0.3,300,39.727361,-111.160139,3906485,"19","Wasatch and Uinta Mountains"
"1138",3612,2005,35,610,28923.6605026079,0.0703,1,0.3,300,39.727361,-111.160139,3906485,"19","Wasatch and Uinta Mountains"
"1139",3613,2010,23,664,12782.0127820128,0.0702,1,0.74,NA,39.71485,-111.16254,3906505,"19","Wasatch and Uinta Mountains"
"1140",3613,2013,27,720,5189.18918918919,0.1875,1,0.74,NA,39.71485,-111.16254,3906505,"19","Wasatch and Uinta Mountains"
"1141",3614,2010,37,867,9372.97297297297,0.125,1,0.74,NA,39.68956,-111.15418,3906523,"19","Wasatch and Uinta Mountains"
"1142",3614,2013,22,693,14983.7837837838,0.0625,1,0.74,NA,39.68956,-111.15418,3906523,"19","Wasatch and Uinta Mountains"
"1143",3615,2008,31,631,3410.81081081081,0.25,1,0.74,NA,39.68472222,-111.1547222,3906523,"19","Wasatch and Uinta Mountains"
"1144",3616,2010,28,846,7314.41614359081,0.1563,1,0.74,NA,39.66231,-111.15588,3906557,"19","Wasatch and Uinta Mountains"
"1145",3616,2019,22,668,3209.03911376716,0.2813,1,0.74,NA,39.66231,-111.15588,3906557,"19","Wasatch and Uinta Mountains"
"1146",3617,2003,30.5,621.5,3298.33333333333,0.75,1,0.3,300,39.775278,-111.185278,3906455,"19","Wasatch and Uinta Mountains"
"1147",3617,2004,31,612,6528,0.3125,1,0.3,300,39.775278,-111.185278,3906455,"19","Wasatch and Uinta Mountains"
"1148",3617,2005,27,596,15893.3333333333,0.125,1,0.3,300,39.775278,-111.185278,3906455,"19","Wasatch and Uinta Mountains"
"1149",3617,2007,38,1057,2856.75675675676,0.5,1,0.74,500,39.775278,-111.185278,3906455,"19","Wasatch and Uinta Mountains"
"1150",3617,2009,32,595,2858.85885885886,0.28125,1,0.74,NA,39.775278,-111.185278,3906455,"19","Wasatch and Uinta Mountains"
"1151",3618,2009,30,499,674.324324324324,1,1,0.74,NA,39.102778,-111.22444,4877531,"20","Colorado Plateaus"
"1152",3618,2011,31,433,585.135135135135,1,1,0.74,NA,39.102778,-111.22444,4877531,"20","Colorado Plateaus"
"1153",3619,2010,32,636.666666666667,3029.42942942943,0.291666666666667,1,0.74,NA,39.14635,-111.27921,4876755,"19","Wasatch and Uinta Mountains"
"1154",3620,2013,28,635,4576.57657657658,0.1875,1,0.74,NA,39.5296,-111.25358,4876043,"19","Wasatch and Uinta Mountains"
"1155",3621,2013,37,699,2518.91891891892,0.375,1,0.74,NA,39.49905,-111.24737,4877479,"19","Wasatch and Uinta Mountains"
"1156",3622,2010,38.5,862.5,1908.88030888031,0.6875,1,0.74,NA,39.56131,-111.27866,4875301,"19","Wasatch and Uinta Mountains"
"1157",3623,2005,16,1196,63786.6666666667,0.0625,1,0.3,300,39.643889,-111.316389,3907369,"19","Wasatch and Uinta Mountains"
"1158",3624,2005,46,606,16160,0.125,1,0.3,300,40.867222,-109.822,10039596,"19","Wasatch and Uinta Mountains"
"1159",3626,2011,21,696,12042.7726061529,0.0781,1,0.74,NA,38.21545,-112.89032,1215359,"13","Central Basin and Range"
"1160",3628,1998,19,607,10791.1111111111,0.1875,1,0.3,300,38.2536,-112.7661,1216307,"13","Central Basin and Range"
"1161",3628,1999,16,526,28053.3333333333,0.0625,1,0.3,300,38.2536,-112.7661,1216307,"13","Central Basin and Range"
"1162",3628,2000,15.5,525.5,5313.33333333333,0.375,1,0.3,300,38.2536,-112.7661,1216307,"13","Central Basin and Range"
"1163",3628,2001,24.5,506,9132.6164874552,0.3125,1,0.279,400,38.2536,-112.7661,1216307,"13","Central Basin and Range"
"1164",3628,2002,24,707,32446.2250859343,0.0781,1,0.279,500,38.2536,-112.7661,1216307,"13","Central Basin and Range"
"1165",3628,2003,6,612,2040,1,1,0.3,300,38.2536,-112.7661,1216307,"13","Central Basin and Range"
"1166",3629,1998,21,530,14133.3333333333,0.125,1,0.3,300,38.2544,-112.6856,1215237,"13","Central Basin and Range"
"1167",3629,2000,25,526,4675.55555555556,0.375,1,0.3,300,38.2544,-112.6856,1215237,"13","Central Basin and Range"
"1168",3629,2001,22.5,607.5,10293.9068100358,0.34375,1,0.279,400,38.2544,-112.6856,1215237,"13","Central Basin and Range"
"1169",3629,2002,22,630,24315.4121863799,0.125,1,0.279,265,38.2544,-112.6856,1215237,"13","Central Basin and Range"
"1170",3629,2003,22,855,32537.627392578,0.08595,1,0.3,300,38.2544,-112.6856,1215237,"13","Central Basin and Range"
"1171",3629,2004,17,623,2373.33333333333,0.875,1,0.3,300,38.2544,-112.6856,1215237,"13","Central Basin and Range"
"1172",3629,2005,18,653,17413.3333333333,0.125,1,0.3,300,38.2544,-112.6856,1215237,"13","Central Basin and Range"
"1173",3630,1998,26,534,7584.14997869621,0.2347,1,0.3,300,38.2786,-112.5589,1215135,"19","Wasatch and Uinta Mountains"
"1174",3630,1999,28,531,16179.1590493601,0.1094,1,0.3,300,38.2786,-112.5589,1215135,"19","Wasatch and Uinta Mountains"
"1175",3630,2000,30.5,558,6418.05693392531,0.32815,1,0.3,300,38.2786,-112.5589,1215135,"19","Wasatch and Uinta Mountains"
"1176",3630,2001,29.5,523,11197.1326164875,0.1875,1,0.279,400,38.2786,-112.5589,1215135,"19","Wasatch and Uinta Mountains"
"1177",3630,2002,25.5,589.5,9927.87888828407,0.25565,1,0.279,265,38.2786,-112.5589,1215135,"19","Wasatch and Uinta Mountains"
"1178",3630,2003,32,795,5027.30158730159,0.625,1,0.3,300,38.2786,-112.5589,1215135,"19","Wasatch and Uinta Mountains"
"1179",3630,2004,30,742,9893.33333333333,0.25,1,0.3,300,38.2786,-112.5589,1215135,"19","Wasatch and Uinta Mountains"
"1180",3631,2011,38,688,14875.6756756757,0.0625,1,0.74,NA,38.27608109,-112.4603882,1216103,"19","Wasatch and Uinta Mountains"
"1181",3631,2020,40,798,8627.02702702703,0.125,1,0.74,NA,38.27608109,-112.4603882,1216103,"19","Wasatch and Uinta Mountains"
"1182",3632,2011,35,957,5910.61811354316,0.2188,1,0.74,NA,38.33288956,-112.3896179,1214937,"19","Wasatch and Uinta Mountains"
"1183",3632,2020,24,646,5585.23975030693,0.1563,1,0.74,NA,38.33288956,-112.3896179,1214937,"19","Wasatch and Uinta Mountains"
"1184",3633,2011,35,1028,2778.37837837838,0.5,1,0.74,NA,38.19697,-112.42422,1215467,"19","Wasatch and Uinta Mountains"
"1185",3634,2006,36,668,17813.3333333333,0.125,1,0.3,500,37.856667,-112.673889,14599335,"19","Wasatch and Uinta Mountains"
"1186",3635,2006,27,633,33760,0.0625,1,0.3,500,37.772222,-112.752778,14600517,"19","Wasatch and Uinta Mountains"
"1187",3637,2009,38,709,8761.84826802111,0.10935,1,0.74,NA,37.72111,-112.6669,10817672,"19","Wasatch and Uinta Mountains"
"1188",3638,2009,38,685,14810.8108108108,0.0625,1,0.74,NA,37.72472,-112.68611,10817632,"19","Wasatch and Uinta Mountains"
"1189",3639,2006,43,635,9709.48012232416,0.218,1,0.3,500,37.693333,-112.674444,10817816,"19","Wasatch and Uinta Mountains"
"1190",3640,2006,29,1128,19037.9746835443,0.1975,1,0.3,500,37.693444,-112.682556,10817776,"19","Wasatch and Uinta Mountains"
"1191",3641,2005,21,560,4977.77777777778,0.375,1,0.3,300,37.192611,-110.789,1383672,"20","Colorado Plateaus"
"1192",3642,2005,23,591,2424.61538461538,0.8125,1,0.3,300,37.382306,-110.857833,4887897,"20","Colorado Plateaus"
"1193",3643,2001,19,535,3835.12544802867,0.5,1,0.279,300,38.4975,-111.5661,4901471,"19","Wasatch and Uinta Mountains"
"1194",3644,2008,33,931,2516.21621621622,0.5,1,0.74,NA,38.64138889,-111.6013889,4899803,"19","Wasatch and Uinta Mountains"
"1195",3646,2006,39,616,5475.55555555556,0.375,1,0.3,500,38.304917,-111.65525,4900751,"19","Wasatch and Uinta Mountains"
"1196",3647,2011,3,38,51.3513513513514,1,1,0.74,NA,38.89979,-114.01771,946020063,"13","Central Basin and Range"
"1197",3683,2020,22,642,9258.99218321844,0.0937,1,0.74,NA,40.9174614,-111.9860077,7913954,"13","Central Basin and Range"
"1198",3684,2020,19,965,5216.21621621622,0.25,1,0.74,NA,40.93141937,-111.9492188,7913954,"13","Central Basin and Range"
"1199",3685,2020,14,814,8800,0.125,1,0.74,NA,41.06978989,-112.1032562,7913954,"13","Central Basin and Range"
"1200",3686,2020,18,1096,7899.0990990991,0.1875,1,0.74,NA,41.00680161,-111.961731,7913954,"13","Central Basin and Range"
"1201",3687,2020,24,623,841.891891891892,1,1,0.74,NA,41.1164093,-112.1485138,7913954,"13","Central Basin and Range"
"1202",3688,2020,24,689,7448.64864864865,0.125,1,0.74,NA,41.11619949,-112.1349716,7913954,"13","Central Basin and Range"
"1203",3689,2020,18,709,15329.7297297297,0.0625,1,0.74,NA,41.12976074,-112.1700134,7913954,"13","Central Basin and Range"
"1204",3690,2020,20,492,733.60351413976,0.9063,1,0.74,NA,41.21281052,-112.1993637,10272922,"13","Central Basin and Range"
"1205",3691,2020,16,298,402.702702702703,1,1,0.74,NA,41.14889145,-112.1841583,10272934,"13","Central Basin and Range"
"1206",3693,2020,17,601,962.505525198106,0.8438,1,0.74,NA,41.36154175,-112.1582413,7913960,"13","Central Basin and Range"
"1207",3695,2020,12,187,252.702702702703,1,1,0.74,NA,41.57526016,-112.3284073,4605988,"13","Central Basin and Range"
"1208",3696,2020,10,822,11842.3327378551,0.0938,1,0.74,NA,41.30373001,-112.3941879,7913960,"13","Central Basin and Range"
"1209",3698,2020,10,117,158.108108108108,1,1,0.74,NA,40.27692413,-111.7442474,10329223,"13","Central Basin and Range"
"1210",3699,2020,8,340,459.459459459459,1,1,0.74,NA,40.9997406,-111.9519272,7913954,"13","Central Basin and Range"
"1211",3700,2005,40,576,30720,0.0625,1,0.3,300,40.872056,-109.691667,10039578,"19","Wasatch and Uinta Mountains"
"1212",3702,2005,39,605,4609.52380952381,0.4375,1,0.3,300,39.257137,-111.551561,5302463,"19","Wasatch and Uinta Mountains"
"1213",3703,2009,31,775,16756.7567567568,0.0625,1,0.74,NA,39.5355,-111.775,1199208,"19","Wasatch and Uinta Mountains"
"1214",3703,2011,37,911,7876.39847140807,0.1563,1,0.74,NA,39.5355,-111.775,1199208,"19","Wasatch and Uinta Mountains"
"1215",3704,2009,30,754,1811.41141141141,0.5625,1,0.74,NA,39.10083,-111.6475,5303227,"19","Wasatch and Uinta Mountains"
"1216",3705,2005,21,610,32533.3333333333,0.0625,1,0.3,300,38.05295,-111.45496,3276941,"19","Wasatch and Uinta Mountains"
"1217",3706,2005,17,730,38933.3333333333,0.0625,1,0.3,300,37.789111,-111.46075,3277837,"20","Colorado Plateaus"
"1218",3707,2010,19,670,3473.22891447206,0.26565,1,0.74,NA,37.82986,-111.48009,3277749,"20","Colorado Plateaus"
"1219",3708,2010,16.5,673,11248.6486486486,0.09375,1,0.74,NA,39.84902,-111.48742,10351612,"19","Wasatch and Uinta Mountains"
"1220",3709,2005,23,608,32426.6666666667,0.0625,1,0.3,300,37.80525,-111.511889,3277783,"20","Colorado Plateaus"
"1221",3710,2010,12.5,81.5,110.135135135135,1,1,0.74,NA,37.418,-111.0428,3279005,"20","Colorado Plateaus"
"1222",3710,2019,17,112,151.351351351351,1,1,0.74,NA,37.418,-111.0428,3279005,"20","Colorado Plateaus"
"1223",3711,2005,5,14,46.6666666666667,1,1,0.3,300,37.346667,-111.525556,3527423,"20","Colorado Plateaus"
"1224",3712,2010,16,185,250,1,1,0.74,NA,37.357,-112.3332,20705331,"20","Colorado Plateaus"
"1225",3712,2019,25,549,741.891891891892,1,1,0.74,NA,37.357,-112.3332,20705331,"20","Colorado Plateaus"
"1226",3713,2008,40,617,6670.27027027027,0.125,1,0.74,NA,40.02694444,-111.5033333,10350068,"19","Wasatch and Uinta Mountains"
"1227",3731,2011,26,872,3125.44802867383,1,1,0.279,NA,40.93365374,-111.2917117,10092140,"19","Wasatch and Uinta Mountains"
"1228",3734,2001,30.6666666666667,608.666666666667,7069.69334926324,0.416666666666667,1,0.279,250,38.6167,-111.6417,4900171,"19","Wasatch and Uinta Mountains"
"1229",3784,2017,38,600,2400,0.25,1,1,NA,40.48384,-111.640474,10328023,"19","Wasatch and Uinta Mountains"
"1230",3785,2017,34,753,4016,0.1875,1,1,NA,40.444401,-111.640064,10328141,"19","Wasatch and Uinta Mountains"
"1231",3786,1998,30.6666666666667,314.666666666667,6174.43249701314,0.625,1,0.093,280,41.2496,-111.8379,10275842,"19","Wasatch and Uinta Mountains"
"1232",3792,1999,34.3333333333333,505.666666666667,27037.5149342891,0.3125,1,0.093,280,41.25,-111.84,10275842,"19","Wasatch and Uinta Mountains"
"1233",3981,1998,18.3333333333333,185,1989.24731182796,1,1,0.093,280,40.5869,-111.6381,10389670,"19","Wasatch and Uinta Mountains"
"1234",3984,2012,26,616.166666666667,11314.4702842377,0.760416666666667,1,0.086,NA,40.07634,-111.3801,10349220,"19","Wasatch and Uinta Mountains"
"1235",3989,2004,26,702,2516.12903225806,1,1,0.279,250,38.206336,-112.429876,1215401,"19","Wasatch and Uinta Mountains"
"1236",4003,2002,32.6666666666667,789.666666666667,15172.5550435228,0.645833333333333,1,0.093,250,38.0989,-111.8922,10806661,"19","Wasatch and Uinta Mountains"
"1237",4280,2012,26.5,669.666666666667,39958.6276198679,0.40625,1,0.088,NA,40.11822,-111.31448,10349162,"19","Wasatch and Uinta Mountains"
"1238",4295,1998,16,157,1688.17204301075,1,1,0.093,280,40.5741,-111.6758,10389672,"19","Wasatch and Uinta Mountains"
"1239",4326,2003,18,194.666666666667,697.729988052569,1,1,0.279,250,38.4727,-112.0705,3506941,"19","Wasatch and Uinta Mountains"
"1240",4333,1995,14.3333333333333,180.666666666667,3118.27956989247,0.833333333333333,1,0.093,NA,39.9,-114,10682292,"13","Central Basin and Range"
"1241",4333,1996,26,302,8659.4982078853,0.375,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"1242",4334,1996,28,464,9978.49462365591,0.5,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"1243",4335,1996,28,327,16070.0595624226,0.2188,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"1244",4335,1997,22,423,4548.38709677419,1,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"1245",4336,1997,20,266,2860.21505376344,1,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"1246",4361,2011,15,719,561.71875,1,1,1.28,NA,40.66466,-111.8735,10389524,"13","Central Basin and Range"
"1247",4362,2013,32,597,3731.25,0.125,1,1.28,NA,40.61836,-111.77965,10390268,"19","Wasatch and Uinta Mountains"
"1248",4363,2013,29,639,5322.16151385928,0.0938,1,1.28,NA,40.6229,-111.757,10390268,"19","Wasatch and Uinta Mountains"
"1249",4384,2010,32,920,3315.31531531532,0.375,1,0.74,NA,40.744644,-111.65797,10389442,"19","Wasatch and Uinta Mountains"
"1250",4385,2011,27,526,710.810810810811,1,1,0.74,NA,40.90606276,-109.0535639,10039362,"18","Wyoming Basin"
"1251",4385,2014,24,207,279.72972972973,1,1,0.74,NA,40.90606276,-109.0535639,10039362,"18","Wyoming Basin"
"1252",4473,2002,4.66666666666667,24,258.064516129032,1,1,0.093,250,37.9608,-112.4131,10816662,"19","Wasatch and Uinta Mountains"
"1253",4474,2002,3.66666666666667,86.3333333333333,928.31541218638,1,1,0.093,250,37.9608,-112.4139,10816662,"19","Wasatch and Uinta Mountains"
"1254",4476,1999,33.5,353,791.218637992832,0.625,1,0.744,500,37.9905,-111.4855,3277409,"19","Wasatch and Uinta Mountains"
"1255",4489,2014,34,588,1059.45945945946,0.75,1,0.74,NA,37.96541833,-112.4295866,10816638,"19","Wasatch and Uinta Mountains"
"1256",4493,2010,45,738,3989.18918918919,0.25,1,0.74,500,37.9888,-111.4776,3277409,"19","Wasatch and Uinta Mountains"
"1257",4504,2010,37,831,4491.89189189189,0.25,1,0.74,500,37.9953,-111.4931,3277409,"19","Wasatch and Uinta Mountains"
"1258",4512,2000,23,713,14866.5244651283,0.1719,1,0.279,300,38.2534,-112.7657,1216307,"13","Central Basin and Range"
"1259",4513,2000,38,547,11405.3140005963,0.1719,1,0.279,300,38.2653,-112.637,1215207,"13","Central Basin and Range"
"1260",4513,2003,25,761,5804.06212664277,0.5625,1,0.279,300,38.2653,-112.637,1215207,"13","Central Basin and Range"
"1261",4523,1994,22,392,8430.10752688172,0.5,1,0.093,NA,38.6764,-109.075,18369706,"20","Colorado Plateaus"
"1262",4524,1994,21,389,8365.59139784946,0.5,1,0.093,NA,38.6764,-109.075,18369706,"20","Colorado Plateaus"
"1263",4525,1994,21,268,11526.8817204301,0.25,1,0.093,NA,38.6764,-109.075,18369706,"20","Colorado Plateaus"
"1264",4526,2001,35,627,963.133640552995,0.875,1,0.744,500,38.3778,-109.175,18382131,"21","Southern Rockies"
"1265",4527,1998,8,93.6666666666667,1007.16845878136,1,1,0.093,280,38.405,-109.1901,18381661,"21","Southern Rockies"
"1266",4528,1998,13.1666666666667,61.3333333333333,659.498207885305,1,1,0.093,280,38.38840103,-109.1685028,18381681,"21","Southern Rockies"
"1267",4528,2012,38,693,3041.66666666667,0.59375,1,0.74,NA,38.38840103,-109.1685028,18381681,"21","Southern Rockies"
"1268",4528,2020,44,661,1587.98798798799,0.5625,1,0.74,NA,38.38840103,-109.1685028,18381681,"21","Southern Rockies"
"1269",4529,1998,24.3333333333333,269.666666666667,4118.27956989247,0.833333333333333,1,0.093,280,41.2251,-111.8531,10274396,"19","Wasatch and Uinta Mountains"
"1270",4532,1999,33.3333333333333,521,40686.5707119043,0.140633333333333,1,0.093,280,41.23,-111.85,10274384,"19","Wasatch and Uinta Mountains"
"1271",4540,2002,32,513,70629.0529098344,0.0781,1,0.093,500,38.2801,-112.5674,1215135,"19","Wasatch and Uinta Mountains"
"1272",4554,2002,31.3333333333333,675.333333333333,17255.6750298686,0.5625,1,0.093,250,37.9922,-111.4883,3277409,"19","Wasatch and Uinta Mountains"
"1273",4597,1999,35,532.5,22603.4482758621,0.3125,1,0.116,250,38.2931,-112.4409,1215055,"19","Wasatch and Uinta Mountains"
"1274",4615,2020,33.3333333333333,772.666666666667,14335.0617283951,0.6875,1,0.09,NA,39.64175901,-111.244857,4876029,"19","Wasatch and Uinta Mountains"
"1275",4616,2019,28.6666666666667,685,16095.5555555556,0.625,1,0.09,NA,39.64218,-111.24489,4876029,"19","Wasatch and Uinta Mountains"
"1276",4617,2019,27.3333333333333,412.666666666667,6359.670781893,0.854166666666667,1,0.09,NA,39.64143,-111.25893,4876029,"19","Wasatch and Uinta Mountains"
"1277",4617,2020,32.6666666666667,638,12969.8275107259,0.55,1,0.09,NA,39.64143,-111.25893,4876029,"19","Wasatch and Uinta Mountains"
"1278",4633,2019,28.3333333333333,659.666666666667,11921.3991769547,0.6875,1,0.09,NA,39.63602,-111.26278,4876029,"19","Wasatch and Uinta Mountains"
"1279",4633,2020,25.6666666666667,620.666666666667,16221.164021164,0.541666666666667,1,0.09,NA,39.63602,-111.26278,4876029,"19","Wasatch and Uinta Mountains"
"1280",4699,2004,26,631,5426.22059865574,0.1563,1,0.744,250,41.582944,-111.309611,7879594,"18","Wyoming Basin"
"1281",4699,2008,28,752,8129.72972972973,0.125,1,0.74,500,41.582944,-111.309611,7879594,"18","Wyoming Basin"
"1282",4699,2010,20.375,176.25,17010.8695652174,0.140625,1,0.092,500,41.582944,-111.309611,7879594,"18","Wyoming Basin"
"1283",4700,2004,25,735,3951.61290322581,0.25,1,0.744,250,41.588642,-111.304551,7879594,"18","Wyoming Basin"
"1284",4700,2008,29,624,10796.9685434474,0.0781,1,0.74,500,41.588642,-111.304551,7879594,"18","Wyoming Basin"
"1285",4720,2008,33,662,14313.5135135135,0.0625,1,0.74,500,41.578191,-111.331277,7879620,"19","Wasatch and Uinta Mountains"
"1286",4721,2008,26,689,14897.2972972973,0.0625,1,0.74,500,41.58014,-111.323849,7879620,"19","Wasatch and Uinta Mountains"
"1287",4739,2011,30,519,701.351351351351,1,1,0.74,NA,37.88556182,-111.948546,10809193,"19","Wasatch and Uinta Mountains"
"1288",4740,2001,28,174,623.655913978495,1,1,0.279,250,38.1757,-112.3637,10814954,"19","Wasatch and Uinta Mountains"
"1289",4741,2001,25.3333333333333,300,1075.2688172043,1,1,0.279,250,38.1746,-112.3593,10814954,"19","Wasatch and Uinta Mountains"
"1290",4741,2003,22.6666666666667,681.333333333333,2442.05495818399,1,1,0.279,250,38.1746,-112.3593,10814954,"19","Wasatch and Uinta Mountains"
"1291",4742,2001,20,361.333333333333,1922.34169653524,0.833333333333333,1,0.279,250,38.1564,-112.3019,10814984,"19","Wasatch and Uinta Mountains"
"1292",4742,2003,21,733.666666666667,3390.68100358423,0.833333333333333,1,0.279,250,38.1564,-112.3019,10814984,"19","Wasatch and Uinta Mountains"
"1293",4746,1995,27.6666666666667,354.333333333333,3810.03584229391,1,1,0.093,NA,39.9,-114,10682292,"13","Central Basin and Range"
"1294",4746,1996,26,308,21188.9184708205,0.1563,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"1295",4747,1993,18.3333333333333,292.333333333333,3143.36917562724,1,1,0.093,500,39.9,-114,10682292,"13","Central Basin and Range"
"1296",4747,1994,18,296,3523.29749103943,0.916666666666667,1,0.093,500,39.9,-114,10682292,"13","Central Basin and Range"
"1297",4747,1997,27,346,4960.57347670251,0.75,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"1298",4748,1997,22,213,2290.32258064516,1,1,0.093,280,39.9,-114,10682292,"13","Central Basin and Range"
"1299",4751,1998,22.5,261,3056.89655172414,0.8125,1,0.116,250,38.2121,-112.5201,1216177,"19","Wasatch and Uinta Mountains"
"1300",4752,1998,25.5,419,11375.8620689655,0.4375,1,0.116,250,38.2152,-112.5107,1216173,"19","Wasatch and Uinta Mountains"
"1301",4762,1993,14.5,222.5,1750.89605734767,0.916666666666667,1,0.186,500,39.6,-109.2,5311292,"20","Colorado Plateaus"
"1302",4763,1993,12.3333333333333,213,1145.16129032258,1,1,0.186,500,39.65,-109.25,5311798,"20","Colorado Plateaus"
"1303",4764,1993,10.6666666666667,173,1313.62007168459,0.833333333333333,1,0.186,500,39.7,-109.3,5310962,"20","Colorado Plateaus"
"1304",4765,1995,16,408,8774.1935483871,0.5,1,0.093,NA,39.7,-109.2,5310902,"20","Colorado Plateaus"
"1305",4766,1995,13,267,7655.91397849462,0.375,1,0.093,NA,39.7,-109.2,5310902,"20","Colorado Plateaus"
"1306",4767,1995,16,327,14064.5161290323,0.25,1,0.093,NA,39.7,-109.2,5310902,"20","Colorado Plateaus"
"1307",4768,1995,25,444,19096.7741935484,0.25,1,0.093,NA,39.7,-109.2,5310902,"20","Colorado Plateaus"
"1308",4769,1995,24,299,6430.10752688172,0.5,1,0.093,NA,39.7,-109.2,5310902,"20","Colorado Plateaus"
"1309",4770,1995,19,247,3541.21863799283,0.75,1,0.093,NA,39.7,-109.2,5310902,"20","Colorado Plateaus"
"1310",4771,1995,21,313,6731.18279569892,0.5,1,0.093,NA,39.7,-109.2,5310902,"20","Colorado Plateaus"
"1311",4772,1995,19,322,13849.4623655914,0.25,1,0.093,NA,39.7,-109.2,5310902,"20","Colorado Plateaus"
"1312",4773,1995,19,404,17376.3440860215,0.25,1,0.093,NA,39.7,-109.2,5310902,"20","Colorado Plateaus"
"1313",4797,1998,29,305,4372.75985663082,0.25,1,0.279,500,40.8172,-110.5764,3199352,"19","Wasatch and Uinta Mountains"
"1314",4798,1998,23,301,3452.32974910394,0.3125,1,0.279,500,40.7972,-110.5833,3199382,"19","Wasatch and Uinta Mountains"
"1315",4799,1998,32,292,4186.37992831541,0.25,1,0.279,500,40.7953,-110.5769,3199384,"19","Wasatch and Uinta Mountains"
"1316",4828,1998,14,50,179.21146953405,1,1,0.279,500,40.9097,-110.5906,3199236,"19","Wasatch and Uinta Mountains"
"1317",4829,1998,24,327,7498.67569259557,0.1563,1,0.279,500,40.8667,-110.6,3199264,"19","Wasatch and Uinta Mountains"
"1318",4834,2002,20,552,11870.9677419355,0.5,1,0.093,500,39.9831,-112.7452,10683812,"13","Central Basin and Range"
"1319",4834,2003,6,16,172.043010752688,1,1,0.093,500,39.9831,-112.7452,10683812,"13","Central Basin and Range"
"1320",4835,2002,24,766,8236.55913978495,1,1,0.093,500,39.9811,-112.7526,10683814,"13","Central Basin and Range"
"1321",4835,2003,5,14,150.537634408602,1,1,0.093,500,39.9811,-112.7526,10683814,"13","Central Basin and Range"
"1322",4836,2002,26,161,1731.18279569892,1,1,0.093,500,41.0495,-114.0002,1174408,"13","Central Basin and Range"
"1323",4836,2003,9,14,150.537634408602,1,1,0.093,500,41.0495,-114.0002,1174408,"13","Central Basin and Range"
"1324",4837,2002,21,672,33024.709559474,0.2188,1,0.093,500,41.0549,-114.0185,1174408,"13","Central Basin and Range"
"1325",4837,2003,7,22,236.559139784946,1,1,0.093,500,41.0549,-114.0185,1174408,"13","Central Basin and Range"
"1326",4837,2006,35,637,3424.7311827957,0.25,1,0.744,500,41.0549,-114.0185,1174408,"13","Central Basin and Range"
"1327",4838,2002,24,583,6268.81720430108,1,1,0.093,500,41.0532,-114.0115,1174408,"13","Central Basin and Range"
"1328",4838,2003,12,25,268.817204301075,1,1,0.093,500,41.0532,-114.0115,1174408,"13","Central Basin and Range"
"1329",4839,2002,31,648,27870.9677419355,0.25,1,0.093,500,41.7225,-113.6915,1170006,"80","Northern Basin and Range"
"1330",4839,2003,14,39,419.354838709677,1,1,0.093,500,41.7225,-113.6915,1170006,"80","Northern Basin and Range"
"1331",4840,2002,25,631,36186.3799283154,0.1875,1,0.093,500,41.7221,-113.6961,1170006,"80","Northern Basin and Range"
"1332",4840,2003,13,20,215.05376344086,1,1,0.093,500,41.7221,-113.6961,1170006,"80","Northern Basin and Range"
"1333",4841,2002,15,74,795.698924731183,1,1,0.093,500,41.7077,-111.2372,7880786,"18","Wyoming Basin"
"1334",4842,2002,26,636,9118.27956989247,0.75,1,0.093,500,41.7793,-111.334,4473427,"19","Wasatch and Uinta Mountains"
"1335",4842,2003,10,15,161.290322580645,1,1,0.093,500,41.7793,-111.334,4473427,"19","Wasatch and Uinta Mountains"
"1336",4843,2002,21,596,6408.60215053763,1,1,0.093,500,41.7518,-111.3521,4473427,"19","Wasatch and Uinta Mountains"
"1337",4843,2003,9,21,225.806451612903,1,1,0.093,500,41.7518,-111.3521,4473427,"19","Wasatch and Uinta Mountains"
"1338",4844,2002,26,604,12989.247311828,0.5,1,0.093,500,41.5845,-111.3063,7879594,"18","Wyoming Basin"
"1339",4844,2003,13,30,322.58064516129,1,1,0.093,500,41.5845,-111.3063,7879594,"18","Wyoming Basin"
